request_id,timestamp_utc,requester_role,requester_station_id,requester_district_id,requester_agency,target_case_type,target_record_type,target_station_id,target_district_id,record_sensitivity_level,victim_flag,witness_flag,juvenile_flag,evidence_media_flag,sealed_status,purpose,action,decision,primary_reason_code,required_approval,record_pointer_id,payload_hash,ciphertext_hash,explanation_hash,block_number,block_hash
REQ-000102,2026-05-28T03:12:00Z,Station House Officer,STATE_02_DIST_01_PS_01,STATE_02_DIST_01,POLICE,NARCOTICS,CASE_DIARY,STATE_02_DIST_04_PS_02,STATE_02_DIST_04,HIGH,false,false,false,false,SEALED,EMERGENCY_RESPONSE,SHARE,deny,DENY_SEALED_RECORD_WITHOUT_COURT_CONTEXT,none,719deaf3afa9b090fc97ae26,6eb67e65d279085bb0022aeac9ba0f48f10a6d0d15b7bdc6b71b75c5c767ed45,90cc6b7cad5d9da9d87e01a033139ef2e6513a3c736eff808235f982644b4428,c695b37ba79819cd84d0a3b21fa3f1f5411d52a51ed6627aa72e15efbd1f3112,3,257d5a69b007c1554107864deeeef78df8f860e1d141c3b246136635d34796ce
REQ-000103,2026-05-27T03:26:00Z,Inspector,STATE_01_DIST_04_PS_03,STATE_01_DIST_04,POLICE,FINANCIAL_CRIME,EVIDENCE_MEDIA,STATE_02_DIST_02_PS_01,STATE_02_DIST_02,CLASSIFIED,false,false,false,true,OPEN,PROSECUTION_REVIEW,DOWNLOAD,deny,DENY_EXPIRED_APPROVAL_TOKEN,none,e497ab4eb0524f8423446d21,c40b9a43e08ca5f8d17ddb7d1a70e3a23ae4ec12c53ebb55dc7a2e1ed644cc01,9f75524b09545f246e6bc3f6926e4b12934b11922d73923deae8a47ed17542ee,fb2665def04c8d5038a290e9f9fe5329a6d4299c90f19178401de5e65fa64b65,3,257d5a69b007c1554107864deeeef78df8f860e1d141c3b246136635d34796ce
REQ-000104,2026-05-27T08:40:00Z,Inspector,STATE_03_DIST_03_PS_02,STATE_03_DIST_03,POLICE,CYBER_FRAUD,EVIDENCE_MEDIA,STATE_01_DIST_04_PS_02,STATE_01_DIST_04,CLASSIFIED,false,false,false,true,OPEN,COURT_PRODUCTION,VIEW,escalate,ESCALATE_CROSS_JURISDICTION_SENSITIVE_RECORD,cross_jurisdiction_superior_approval,3b080f78bf082074635f516d,8ab147bb7a0c89c457630777356bc9de2746e38747eac6928391da2711047b82,c583fb3f1deb435e0c5d0479fbc44d82d70215af15dfff40ac5e8e3b7a899168,f2ddbbdd32803a0dd024c6ca3d42b504f09f72b0c6c51fdadcb97abb904e7d3b,3,257d5a69b007c1554107864deeeef78df8f860e1d141c3b246136635d34796ce
REQ-000105,2026-05-27T05:15:00Z,Prosecutor Liaison,STATE_02_DIST_03_PS_03,STATE_02_DIST_03,PROSECUTION,JUVENILE_PROTECTION,FORENSIC_REPORT,STATE_01_DIST_03_PS_03,STATE_01_DIST_03,HIGH,false,false,true,false,OPEN,SUPERVISION,VIEW,escalate,ESCALATE_PRIVACY_SENSITIVE_RECORD,cross_jurisdiction_superior_approval|sensitive_record_approval,a7f896670bb2b67f86536ed2,65648195bee8f12ccc24d2e0421c848560ac6bac4932bec165fa47d5c4a24293,5515e31c2116ee500a52d8457746f09db0a93c997d410ae6eeff5ba920717116,05a737234faa8270d10aa11f59b2ec0aa2cf64080d0b96cf6e7cbd9b59169e44,3,257d5a69b007c1554107864deeeef78df8f860e1d141c3b246136635d34796ce
REQ-000106,2026-05-27T03:32:00Z,Station House Officer,STATE_01_DIST_04_PS_02,STATE_01_DIST_04,POLICE,FINANCIAL_CRIME,JUVENILE_RECORD,STATE_03_DIST_01_PS_03,STATE_03_DIST_01,CLASSIFIED,false,false,true,false,OPEN,SUPERVISION,VIEW,escalate,ESCALATE_PRIVACY_SENSITIVE_RECORD,classified_record_approval|cross_jurisdiction_superior_approval|sensitive_record_approval,34e7522321e7e4aafc5f3704,e1e4599f6e61181def030b828e38557e9b57a58aa1f7c25aa0c1581d30029af2,2b0c488e6880bd2948da8bdae86a24ea63a7469bbdd39ed5100bea919b5fb5fd,e8e3cc09efd89694e861e8d737446181ba48e4aeb0e826ed5b7c205ab80d6e6d,3,257d5a69b007c1554107864deeeef78df8f860e1d141c3b246136635d34796ce
REQ-000107,2026-05-27T08:55:00Z,Sub-Inspector,STATE_01_DIST_03_PS_01,STATE_01_DIST_03,POLICE,NARCOTICS,FIR_SUMMARY,STATE_02_DIST_02_PS_01,STATE_02_DIST_02,LOW,false,false,false,false,OPEN,FORENSIC_REVIEW,VIEW,deny,DENY_EXPIRED_APPROVAL_TOKEN,none,3e495f82e8a04fd4bc0faadf,da8c547935dc53a5f62190c56317668b08d8e5a1385d30ef1b1ca19dd6a69aa4,6df62926d9fd9611aa5fce92ec204d9d46c818c2d5154b1e24ad3a6fc1fe331e,6f2b43d32e264a01b8f2562df6e4101a63cc33e0b00ad0bcdbe4353fa6d8dc72,3,257d5a69b007c1554107864deeeef78df8f860e1d141c3b246136635d34796ce
REQ-000108,2026-05-27T07:12:00Z,Sub-Inspector,STATE_01_DIST_02_PS_01,STATE_01_DIST_02,POLICE,WOMEN_CHILD_SAFETY,VICTIM_RECORD,STATE_01_DIST_04_PS_02,STATE_01_DIST_04,CLASSIFIED,true,false,false,false,SEALED,INVESTIGATION,UPDATE,deny,DENY_STALE_CASE_ASSIGNMENT,none,3091d9413d7e4f77d6de5cf5,d411d3280cb764389c1f80e823f2e91b40ced923c88be37ae4daf573980e4950,c73dac315aff048d622f71cec28d8444b059c5760c6267ace4c49034fc267ea5,2645380a800aea5aefe90b7d4198e37968d0f4518c857fb68085674eeb169d87,3,257d5a69b007c1554107864deeeef78df8f860e1d141c3b246136635d34796ce
REQ-000109,2026-05-27T19:59:00Z,Head Constable,STATE_02_DIST_02_PS_03,STATE_02_DIST_02,POLICE,GENERAL_THEFT,EVIDENCE_MEDIA,STATE_01_DIST_03_PS_02,STATE_01_DIST_03,CLASSIFIED,false,false,false,true,OPEN,INVESTIGATION,VIEW,deny,DENY_EXPIRED_APPROVAL_TOKEN,none,817f69ba134a28d50306e672,3f6c25ca2a7cfcede3574856e2263878b12c673bff2d514b97a79e31020b7bb7,bf86c1daf9ccc563d596ef86c5e7b99356f232f04702c5f6f604e2afdc78e63a,37d4fe12fbf91d18ecd712507f094247e8807897f723e1881e473b71811b0306,3,257d5a69b007c1554107864deeeef78df8f860e1d141c3b246136635d34796ce
REQ-000110,2026-05-27T07:20:00Z,Constable,STATE_03_DIST_03_PS_01,STATE_03_DIST_03,POLICE,WOMEN_CHILD_SAFETY,CYBERCRIME_COMPLAINT,STATE_01_DIST_04_PS_02,STATE_01_DIST_04,MEDIUM,true,false,false,false,SEALED,EMERGENCY_RESPONSE,VIEW,deny,DENY_SEALED_RECORD_WITHOUT_COURT_CONTEXT,none,ff88803b1af1e0457b90b0ca,222844cf2f55724efbf4e105f24498a2a9441559248ab5e3f50ed803248762f1,06ac7eb1822c74cd2a45c68520355c84bb99691ca84606ac45fab3fcf3068306,06e00791c789c8b0b07d52491e172752a1524df80085b656db20dfce08d83963,3,257d5a69b007c1554107864deeeef78df8f860e1d141c3b246136635d34796ce
REQ-000111,2026-05-27T07:24:00Z,Senior Superintendent,STATE_03_DIST_01_PS_02,STATE_03_DIST_01,POLICE,FINANCIAL_CRIME,JUVENILE_RECORD,STATE_01_DIST_01_PS_03,STATE_01_DIST_01,HIGH,false,false,true,false,SEALED,INVESTIGATION,DOWNLOAD,deny,DENY_SEALED_RECORD_WITHOUT_COURT_CONTEXT,none,e199c989fb71392bea5ae681,9de87b32dd64948a4ca4dcec59548df132b1b4c702d534068dc3c3c8d2c0eca9,85789be164de23e2b0ab7fd2fdc0389a5ace699401fdcec35d9443a9e557acec,ed689729ce7155b46a90a81d0379ae4e98c174d4fbf5f57e38a40a2d50d548c6,3,257d5a69b007c1554107864deeeef78df8f860e1d141c3b246136635d34796ce
REQ-000112,2026-05-28T07:44:00Z,Constable,STATE_03_DIST_02_PS_02,STATE_03_DIST_02,POLICE,JUVENILE_PROTECTION,VICTIM_RECORD,STATE_03_DIST_02_PS_02,STATE_03_DIST_02,MEDIUM,true,false,true,false,OPEN,INVESTIGATION,VIEW,escalate,ESCALATE_PRIVACY_SENSITIVE_RECORD,sensitive_record_approval,5b76183de874918c71d2d438,4da089fc077dfa0aaa7b0c147983e7bc75f1a4b3b41df4c1d58e4e455936cb8a,f2fa315febb0cc0997ceaaea2d718cd1dd59cef16686c8d5bb66beaa51c208bb,11e82c8d614dcea666dee3e439f9a5e763d6be6a4b187175102bc3e98dd180f1,3,257d5a69b007c1554107864deeeef78df8f860e1d141c3b246136635d34796ce
REQ-000113,2026-05-28T08:01:00Z,Inspector,STATE_03_DIST_03_PS_02,STATE_03_DIST_03,POLICE,GENERAL_THEFT,CASE_DIARY,STATE_01_DIST_02_PS_02,STATE_01_DIST_02,HIGH,false,false,false,false,OPEN,INVESTIGATION,VIEW,deny,DENY_STALE_CASE_ASSIGNMENT,none,b59c4b872db904201aa8b471,baa81745f8a8524ae2d695428801a5ffa36db1dcf58e479d94b6b6febe38f1e9,2126afd1cafa29a71b468a225d8ae90d26d4fb9f6b388d7519da7d9d67662447,ba57accb16e35341c9a32458fc95c7b3a09b433cd722346572f14b09b55754b6,3,257d5a69b007c1554107864deeeef78df8f860e1d141c3b246136635d34796ce
REQ-000114,2026-05-27T15:12:00Z,Prosecutor Liaison,STATE_03_DIST_03_PS_02,STATE_03_DIST_03,PROSECUTION,WOMEN_CHILD_SAFETY,JUVENILE_RECORD,STATE_03_DIST_02_PS_02,STATE_03_DIST_02,CLASSIFIED,true,false,true,false,OPEN,SUPERVISION,VIEW,escalate,ESCALATE_PRIVACY_SENSITIVE_RECORD,classified_record_approval|cross_jurisdiction_superior_approval|sensitive_record_approval,d997121663dbaa2b3ab8d7ea,9cefc94183c8257fafb6854197d4844791635a66d3083468e3224bd5cff32d1d,1faf8ff8fef5caeb76184eb350a8a3485ea931bd76d987727e7735f697e0f737,1c65654d566631431cafe1f996b0cfd39104ec0f65ee131866ccae3d59f02fdd,3,257d5a69b007c1554107864deeeef78df8f860e1d141c3b246136635d34796ce
REQ-000115,2026-05-27T21:05:00Z,Constable,STATE_01_DIST_03_PS_01,STATE_01_DIST_03,POLICE,CYBER_FRAUD,WITNESS_STATEMENT,STATE_02_DIST_04_PS_01,STATE_02_DIST_04,HIGH,false,true,false,false,OPEN,TRAINING,UPDATE,deny,DENY_TRAINING_PURPOSE_FOR_SENSITIVE_RECORD,none,ab7cfefe0689351476826ad4,e100f87b64dcc5002ff4e553eed80626d49f676d57b9f075d5f2708dd66fbe75,ab93938ba60b39dfe0ffef4620b68b8c6c2d43262a8d2adf206e95ff23ed99d8,032c66b09eaa2e674a505a8331aa2ea43b82e0aa12beb918746fca3879f506dd,3,257d5a69b007c1554107864deeeef78df8f860e1d141c3b246136635d34796ce
REQ-000116,2026-05-27T11:36:00Z,Station House Officer,STATE_02_DIST_02_PS_01,STATE_02_DIST_02,POLICE,WOMEN_CHILD_SAFETY,FORENSIC_REPORT,STATE_02_DIST_04_PS_02,STATE_02_DIST_04,HIGH,true,false,false,false,OPEN,INVESTIGATION,VIEW,deny,DENY_STALE_CASE_ASSIGNMENT,none,a132ed6e9d85cef783701e45,3b4ebf7aeff26046d466a96d313e0f166f224ce4c161a4f85bd65f2c82e3ba87,aad78cbc1c1eabd459d41a2005bf1d1b402d29f9c8317c96fba1c5917e264e16,334f386128dec918987e9c56527fdbeb7bf2cb05538f20dc573a24e06c7b543d,3,257d5a69b007c1554107864deeeef78df8f860e1d141c3b246136635d34796ce
REQ-000117,2026-05-27T03:54:00Z,Sub-Inspector,STATE_03_DIST_03_PS_03,STATE_03_DIST_03,POLICE,GENERAL_THEFT,EVIDENCE_MEDIA,STATE_03_DIST_03_PS_02,STATE_03_DIST_03,HIGH,false,false,false,true,OPEN,INVESTIGATION,VIEW,deny,DENY_INACTIVE_CREDENTIAL,none,0cbeb0b77ec10c5c4f46a7fd,65ad8c2794385f4b26c32f5da093d2179fec81626dff312315890d6e68d5dc82,bb10c6f74d609da76c4aa5ab23a73b995c4ead111e4b83b9fcc8505569edb9e1,df0da7e22ca52ab0ca5c818b3bf8c92abb390df87416bc05c406f107964dccb4,3,257d5a69b007c1554107864deeeef78df8f860e1d141c3b246136635d34796ce
REQ-000118,2026-05-28T09:26:00Z,Prosecutor Liaison,STATE_01_DIST_03_PS_02,STATE_01_DIST_03,PROSECUTION,VIOLENT_CRIME,FIR_SUMMARY,STATE_01_DIST_03_PS_02,STATE_01_DIST_03,LOW,false,false,false,false,OPEN,INVESTIGATION,VIEW,allow,ALLOW_ROUTINE_CONTEXTUAL_ACCESS,none,ed46250c3be3a089ce1f8a90,983621e5e7b0575e9adb8444ce2ea0fdad3ea822abc9b8607bfb73043ddbdad6,463a1e329fa673e31ae46467846402cc5818c661fb4ee356384483239b7d6441,49f768620ea9279f06e2896d7675b0836301fb40bcdd6767932875891ae44fa4,3,257d5a69b007c1554107864deeeef78df8f860e1d141c3b246136635d34796ce
REQ-000119,2026-05-27T09:55:00Z,Head Constable,STATE_01_DIST_03_PS_02,STATE_01_DIST_03,POLICE,NARCOTICS,COURT_SUBMISSION,STATE_02_DIST_02_PS_01,STATE_02_DIST_02,HIGH,false,false,false,false,OPEN,PROSECUTION_REVIEW,VIEW,escalate,ESCALATE_CROSS_JURISDICTION_SENSITIVE_RECORD,cross_jurisdiction_superior_approval,6cd014583ea4d0f8e67da49a,eca12bc83792d13baacf970d86417710fddaa9850a4df9606dabc689becfbcb7,9d781eeeeceeff5579b5e9311b1197e225caa1b3976f572ebe1b319567d34d51,d769a9c06a7d7eb8c5cccee8018cdcc3c03937b2540892aa338088c78b4cb858,3,257d5a69b007c1554107864deeeef78df8f860e1d141c3b246136635d34796ce
REQ-000120,2026-05-27T20:00:00Z,Head Constable,STATE_03_DIST_04_PS_01,STATE_03_DIST_04,POLICE,WOMEN_CHILD_SAFETY,CASE_DIARY,STATE_01_DIST_02_PS_03,STATE_01_DIST_02,MEDIUM,true,false,false,false,OPEN,INVESTIGATION,VIEW,escalate,ESCALATE_PRIVACY_SENSITIVE_RECORD,sensitive_record_approval,216af6cf972cc1d8a68b70e4,581ed0572174559a0e7a3ec5d9cc828803d273b3be3c8cc9f6b3630425c260ef,38a9eab4c9bdcf9850ca56a09b69508d51358f0c836f8cd75fa0d83b93826c28,9df7ffd16bbb7679fbcafbe0ed89ce7988db101c068834922f2d0de8e36827b1,3,257d5a69b007c1554107864deeeef78df8f860e1d141c3b246136635d34796ce
REQ-000121,2026-05-27T16:08:00Z,Forensic Officer,STATE_02_DIST_04_PS_01,STATE_02_DIST_04,FORENSIC,VIOLENT_CRIME,EVIDENCE_MEDIA,STATE_03_DIST_04_PS_01,STATE_03_DIST_04,CLASSIFIED,false,false,false,true,SEALED,INVESTIGATION,VIEW,deny,DENY_EXPIRED_APPROVAL_TOKEN,none,a7bc4d11e20944148f8b2b70,aaad510936a3cc31b9a08f19f00cf9d64416af4cff832a0627cdb1d8d4155f03,3b8a699342ced904bf88a806a40da7ae6485a2af476e318a05b2f729ddac2a22,237e05e0cdddc5ac756a145be7347fe435aaa95f62efae986d185c58aee018d3,3,257d5a69b007c1554107864deeeef78df8f860e1d141c3b246136635d34796ce
REQ-000122,2026-05-28T04:28:00Z,Sub-Inspector,STATE_03_DIST_03_PS_03,STATE_03_DIST_03,POLICE,FINANCIAL_CRIME,VICTIM_RECORD,STATE_03_DIST_03_PS_03,STATE_03_DIST_03,HIGH,true,false,false,false,SEALED,INVESTIGATION,VIEW,deny,DENY_INACTIVE_CREDENTIAL,none,f7d2304c269bbabfeab2aa00,6754374a0cac1090240b20f00ddc1dd7e241b332cdd7cd35337cb0613aa7122d,44cb67af38ffdf574986b26dd49ac99f76336a737f70eabf8f5a32a4a6bc266e,7afc379316e66f8497424592b1f991c7381432bd67759619b4a5da4358118ed2,3,257d5a69b007c1554107864deeeef78df8f860e1d141c3b246136635d34796ce
REQ-000123,2026-05-27T04:06:00Z,Prosecutor Liaison,STATE_02_DIST_03_PS_02,STATE_02_DIST_03,PROSECUTION,FINANCIAL_CRIME,COURT_SUBMISSION,STATE_01_DIST_03_PS_03,STATE_01_DIST_03,MEDIUM,false,false,false,false,SEALED,INVESTIGATION,VIEW,deny,DENY_SEALED_RECORD_WITHOUT_COURT_CONTEXT,none,a5e2220499b8d82e7484afa7,c11086fcbb8ad16a8fe53b2f68a03868c612b7ec2f135f6e8e5e3976a71d22ed,2ebb787f5d90f5e17d37106e584086a87a915ff1384af932063e79482012ac04,3ef343d536b022fb487aff4c9fd3cf1baca4e6ea86ffcc476b34a48341017630,3,257d5a69b007c1554107864deeeef78df8f860e1d141c3b246136635d34796ce
REQ-000124,2026-05-27T18:36:00Z,Station House Officer,STATE_03_DIST_04_PS_02,STATE_03_DIST_04,POLICE,FINANCIAL_CRIME,FORENSIC_REPORT,STATE_03_DIST_01_PS_02,STATE_03_DIST_01,HIGH,false,false,false,false,OPEN,SUPERVISION,VIEW,escalate,ESCALATE_CROSS_JURISDICTION_SENSITIVE_RECORD,cross_jurisdiction_superior_approval|sensitive_record_approval,43b2fd1182562748d3acf1df,0e89e1ab9880f9b06054a7d458653203365f6b2aaea6bb8b0b49d47fc7231fe4,08f99b5ac3bebc91d678717d95590eb7d103b7737a5c771019b39a980a3817fe,b34cfa1e4d2a33657a58684042b51797c8f9297f5fe693eeed8355c76f8a0d80,3,257d5a69b007c1554107864deeeef78df8f860e1d141c3b246136635d34796ce
REQ-000125,2026-05-28T03:05:00Z,Prosecutor Liaison,STATE_03_DIST_01_PS_02,STATE_03_DIST_01,PROSECUTION,NARCOTICS,JUVENILE_RECORD,STATE_02_DIST_03_PS_03,STATE_02_DIST_03,CLASSIFIED,false,false,true,false,OPEN,INVESTIGATION,VIEW,escalate,ESCALATE_PRIVACY_SENSITIVE_RECORD,classified_record_approval|cross_jurisdiction_superior_approval|sensitive_record_approval,8e6ecc38f03d87a1fc8a67c6,7027f3e3d5729027bd7e2704dedafaaccbe024ad0638b939ce1000994debdadf,d0bfc9475c6c245ba9470affed6598022a5a25d08ba6c8625d82f52d480b3bdd,177696554e774b149d7fb73677580945d2aa9eee0254ba02d617a8d9b0f67525,3,257d5a69b007c1554107864deeeef78df8f860e1d141c3b246136635d34796ce
REQ-000126,2026-05-28T01:12:00Z,Constable,STATE_01_DIST_02_PS_01,STATE_01_DIST_02,POLICE,WOMEN_CHILD_SAFETY,WITNESS_STATEMENT,STATE_02_DIST_01_PS_01,STATE_02_DIST_01,HIGH,true,true,false,false,OPEN,PROSECUTION_REVIEW,VIEW,escalate,ESCALATE_PRIVACY_SENSITIVE_RECORD,cross_jurisdiction_superior_approval|sensitive_record_approval,fdb383ccd1378a3995af28fc,c55419fcecf04fc1dcef9b4b0a928e8e1f3784fea1fb9580e4c379aff3ff9d4b,52d0c761de01c7c2fe512acddafeb6f15751c979179dc319defe520e8a097f7b,14cf990b170a2f3f537e6cee3e352ccbd45452302b0dc206c91576fec76ca044,3,257d5a69b007c1554107864deeeef78df8f860e1d141c3b246136635d34796ce
REQ-000127,2026-05-27T14:49:00Z,Constable,STATE_01_DIST_01_PS_02,STATE_01_DIST_01,POLICE,CYBER_FRAUD,FORENSIC_REPORT,STATE_01_DIST_03_PS_02,STATE_01_DIST_03,MEDIUM,false,false,false,false,OPEN,AUDIT,VIEW,deny,DENY_INACTIVE_CREDENTIAL,none,e17ed1080e35fdc369098728,6046c3474a1ce9e1fb9040d82fc0964f9c528f2510a65e8bec19a7b5c5c17504,506e69a2d5f1bd508b817d66c28d3d81df04cb81fafec5460b8fb8eed317f1fe,9aaad66e6a9d7c07e66c6950bc2cf36ea00494eedf8598cd6ff8b2efcc91416d,3,257d5a69b007c1554107864deeeef78df8f860e1d141c3b246136635d34796ce
REQ-000128,2026-05-27T14:56:00Z,Inspector,STATE_01_DIST_01_PS_01,STATE_01_DIST_01,POLICE,GENERAL_THEFT,CYBERCRIME_COMPLAINT,STATE_01_DIST_01_PS_01,STATE_01_DIST_01,MEDIUM,false,false,false,false,OPEN,INVESTIGATION,VIEW,allow,ALLOW_ROUTINE_CONTEXTUAL_ACCESS,none,df84e958643820b8251dc224,d7ce86d3cd9718132bd62da33e82fe7d83ff0b10c57bfe7e5647de1e56f7993a,ea72907c0735b529574e5a7f3fc854098d818c672490cf38d9553787c30872cb,43b8f1b79d018b3ee89c7ff534525cb9c75553a27913a9545f9c6b08bde082ee,3,257d5a69b007c1554107864deeeef78df8f860e1d141c3b246136635d34796ce
REQ-000129,2026-05-27T06:27:00Z,Constable,STATE_01_DIST_03_PS_02,STATE_01_DIST_03,POLICE,MISSING_PERSON,VICTIM_RECORD,STATE_01_DIST_02_PS_03,STATE_01_DIST_02,HIGH,true,false,false,false,OPEN,AUDIT,VIEW,escalate,ESCALATE_PRIVACY_SENSITIVE_RECORD,cross_jurisdiction_superior_approval|sensitive_record_approval,58cc3906dcb23b15e5b73303,7b1ebdc96db3f2546eca827e2247115760907c05cdc7fe3785264e0d23b1ba5a,aa8787b79c3c59b481e4642a1ff119fbcb46bf503338bd9dc798ec4e4eec2149,c58c9dc8a2cc4182585b3375c18b05280fe9aff1e4c5e2a29225ad5188cb0ac6,3,257d5a69b007c1554107864deeeef78df8f860e1d141c3b246136635d34796ce
REQ-000130,2026-05-28T12:50:00Z,Sub-Inspector,STATE_03_DIST_02_PS_01,STATE_03_DIST_02,POLICE,JUVENILE_PROTECTION,CASE_DIARY,STATE_01_DIST_04_PS_01,STATE_01_DIST_04,HIGH,false,false,true,false,OPEN,PROSECUTION_REVIEW,VIEW,deny,DENY_EXPIRED_APPROVAL_TOKEN,none,993a927949a5ec4269f1f310,d1f052bdbe7fd9fb5f8f182d518dd69cfd4e01f22c9f2bb514d53c09dca997f0,f1da9aad4bc1a9341e145dadc37f343bdba999591e7c7745304859c861e00dcf,0baedb2e254956c8149cf80bd72007a80df6c0b8473f475c7954ffca9a81c0bf,3,257d5a69b007c1554107864deeeef78df8f860e1d141c3b246136635d34796ce
REQ-000131,2026-05-28T10:56:00Z,Station House Officer,STATE_01_DIST_01_PS_01,STATE_01_DIST_01,POLICE,GENERAL_THEFT,CYBERCRIME_COMPLAINT,STATE_01_DIST_01_PS_01,STATE_01_DIST_01,MEDIUM,false,false,false,false,OPEN,INVESTIGATION,VIEW,allow,ALLOW_ROUTINE_CONTEXTUAL_ACCESS,none,df84e958643820b8251dc224,d7ce86d3cd9718132bd62da33e82fe7d83ff0b10c57bfe7e5647de1e56f7993a,ea72907c0735b529574e5a7f3fc854098d818c672490cf38d9553787c30872cb,cba544950a7c982b896d9b81183ddac3b2893d75852b08d1ddb0b9fd32f05489,3,257d5a69b007c1554107864deeeef78df8f860e1d141c3b246136635d34796ce
REQ-000132,2026-05-28T13:24:00Z,Sub-Inspector,STATE_03_DIST_02_PS_01,STATE_03_DIST_02,POLICE,NARCOTICS,CYBERCRIME_COMPLAINT,STATE_01_DIST_03_PS_01,STATE_01_DIST_03,HIGH,false,false,false,false,OPEN,INVESTIGATION,VIEW,escalate,ESCALATE_CROSS_JURISDICTION_SENSITIVE_RECORD,cross_jurisdiction_superior_approval|sensitive_record_approval,4d64de5836d5e7d384c70b0d,bdc836b9aea809adf09e41c12d7a7bd7ef33492596e90559fd733e6e89449644,1bc0f3e662acaecebe82904d833cf3d67f1ab8231fc51c1e8acb65b91536e6ab,a3e0e83b000deebaee9476e18d7d681882bd821965bfa813387a027ae9f8d45f,3,257d5a69b007c1554107864deeeef78df8f860e1d141c3b246136635d34796ce
REQ-000133,2026-05-28T04:49:00Z,Constable,STATE_03_DIST_02_PS_01,STATE_03_DIST_02,POLICE,MISSING_PERSON,WITNESS_STATEMENT,STATE_02_DIST_02_PS_01,STATE_02_DIST_02,HIGH,false,true,false,false,OPEN,TRAINING,VIEW,deny,DENY_INACTIVE_CREDENTIAL,none,9398762571b229f989a059ef,e068adcd8f0292494479942213bb0e6364269b0abd2314f8fd57be6a1edb0196,921d7f7c94c506101f90bd69ac26b71da51a134a3e75f919c24a1151bb8cf0ef,dfbd9d5037a59693e76499fffcd9b8320afe768a4e1f970c8b7070e3f0138526,3,257d5a69b007c1554107864deeeef78df8f860e1d141c3b246136635d34796ce
REQ-000134,2026-05-28T09:30:00Z,Prosecutor Liaison,STATE_01_DIST_03_PS_01,STATE_01_DIST_03,PROSECUTION,NARCOTICS,FIR_SUMMARY,STATE_03_DIST_03_PS_01,STATE_03_DIST_03,LOW,false,false,false,false,OPEN,PROSECUTION_REVIEW,VIEW,deny,DENY_EXPIRED_APPROVAL_TOKEN,none,5e6a52ec1448dc98853e311b,357b3d09ae9d40d9a607468aa4b635dcd95b31f7ed67ff8795e2c253d450f827,ae14c4df21a2c43d24798a7639b6bfc736ff12d5332bcde350dad3fda6b2ccea,6e0133e4f18dd69ec39a03e650fbd4373f21dfc927dc9b39396dd378e4940a95,3,257d5a69b007c1554107864deeeef78df8f860e1d141c3b246136635d34796ce
REQ-000135,2026-05-27T04:30:00Z,Inspector,STATE_03_DIST_02_PS_02,STATE_03_DIST_02,POLICE,MISSING_PERSON,CYBERCRIME_COMPLAINT,STATE_03_DIST_03_PS_01,STATE_03_DIST_03,CLASSIFIED,false,false,false,false,OPEN,INVESTIGATION,VIEW,deny,DENY_STALE_CASE_ASSIGNMENT,none,bf57cdf9de2c8395e24f1f36,5b3120ae3475f7e6fd5bc72726f423fd6597b7d8a680ee5cd8af8b10bfdbb5d0,014f3ceb0fa29692dfc92af725b30093275bb6255b2488436e59435423a8b7aa,e3e927f326b30b7ee36bc10adccc57369a5fbdbeea0f2d6e381e7676cd4be6de,3,257d5a69b007c1554107864deeeef78df8f860e1d141c3b246136635d34796ce
REQ-000136,2026-05-27T09:04:00Z,Cybercrime Officer,STATE_02_DIST_02_PS_01,STATE_02_DIST_02,CYBERCRIME,NARCOTICS,FIR_SUMMARY,STATE_02_DIST_02_PS_01,STATE_02_DIST_02,LOW,false,false,false,false,OPEN,INVESTIGATION,VIEW,allow,ALLOW_ROUTINE_CONTEXTUAL_ACCESS,none,3e495f82e8a04fd4bc0faadf,da8c547935dc53a5f62190c56317668b08d8e5a1385d30ef1b1ca19dd6a69aa4,6df62926d9fd9611aa5fce92ec204d9d46c818c2d5154b1e24ad3a6fc1fe331e,98a5c20aa2a32d713e0fb7a4213b584c41efa2b7fa38f006ecdbcde57ec7c820,3,257d5a69b007c1554107864deeeef78df8f860e1d141c3b246136635d34796ce
REQ-000137,2026-05-27T18:16:00Z,Inspector,STATE_03_DIST_02_PS_02,STATE_03_DIST_02,POLICE,GENERAL_THEFT,CASE_DIARY,STATE_03_DIST_03_PS_03,STATE_03_DIST_03,MEDIUM,false,false,false,false,OPEN,INVESTIGATION,VIEW,deny,DENY_INACTIVE_CREDENTIAL,none,b53a3eedc26c12ac4d812494,7cbe98ec8187c92c4a0121cf4da18f0f625bc60e673b647d6f736e368f1a57ab,77135f5aa996795fa6bd4523f6b532385bede526317b2254ffd31f22ac31df74,4dea6bed0002f13d0559b5961d936a0a803a844f7a7d3e7fd60fd04b742e40eb,3,257d5a69b007c1554107864deeeef78df8f860e1d141c3b246136635d34796ce
